"data","BBAS3.SA_bovespa","BBDC3.SA_bovespa","BRML3.SA_bovespa","CCRO3.SA_bovespa","CPFE3.SA_bovespa","CRUZ3.SA_bovespa","CSAN3.SA_bovespa","CSNA3.SA_bovespa","CYRE3.SA_bovespa","ELET3.SA_bovespa","EMBR3.SA_bovespa","ENBR3.SA_bovespa","EVEN3.SA_bovespa","GFSA3.SA_bovespa","HGTX3.SA_bovespa","ITSA4.SA_bovespa","JBSS3.SA_bovespa","LIGT3.SA_bovespa","LREN3.SA_bovespa","MRFG3.SA_bovespa","MRVE3.SA_bovespa","NATU3.SA_bovespa","PDGR3.SA_bovespa","PETR3.SA_bovespa","POMO4.SA_bovespa","RENT3.SA_bovespa","RSID3.SA_bovespa","SBSP3.SA_bovespa","SUZB5.SA_bovespa","TBLE3.SA_bovespa","VALE3.SA_bovespa","BBAS3.SA_yahoo","BBDC3.SA_yahoo","BRML3.SA_yahoo","CCRO3.SA_yahoo","CPFE3.SA_yahoo","CRUZ3.SA_yahoo","CSAN3.SA_yahoo","CSNA3.SA_yahoo","CYRE3.SA_yahoo","ELET3.SA_yahoo","EMBR3.SA_yahoo","ENBR3.SA_yahoo","EVEN3.SA_yahoo","GFSA3.SA_yahoo","HGTX3.SA_yahoo","ITSA4.SA_yahoo","JBSS3.SA_yahoo","LIGT3.SA_yahoo","LREN3.SA_yahoo","MRFG3.SA_yahoo","MRVE3.SA_yahoo","NATU3.SA_yahoo","PDGR3.SA_yahoo","PETR3.SA_yahoo","POMO4.SA_yahoo","RENT3.SA_yahoo","RSID3.SA_yahoo","SBSP3.SA_yahoo","SUZB5.SA_yahoo","TBLE3.SA_yahoo","VALE3.SA_yahoo"
"2008-01-02",29.8,48.1,23.24,28.09,33.3,46,20.9,155.02,23.71,23.3,20.1,28,16.75,32.27,10,11.3,5.95,27.8,35.46,15.24,38.5,17.75,24,104.31,7.15,17.81,43,41.6,28.3,20.5,57.9,22.02,17.69,10.45,3.19,8.88,1.81,16.65,15.47,21.07,16.66,18.37,4.42,13.32,13.53,8.21,6.77,5.79,15.35,30.41,15.19,10.67,12.73,9.35,47.84,2.82,15.98,103.8,8.02,23.07,15.85,44.65
"2008-01-03",29.35,47.5,22.49,27.4,33.53,45.05,21.25,158.3,23.49,23.1,20.5,27.62,17.39,32.2,10.06,11.15,5.85,26.81,35,15.25,38.4,17.73,25.89,102.8,7.15,18.54,43.51,42.74,28.15,20.25,58.2,21.69,17.48,10.11,3.11,8.94,1.77,16.93,15.8,20.87,16.51,18.73,4.36,13.83,13.5,8.26,6.68,5.7,14.8,30.01,15.2,10.64,12.71,10.08,47.15,2.82,16.64,105.03,8.24,22.94,15.65,44.88
"2008-01-04",29.01,48.5,21.5,26.21,32.4,43.15,21.2,153.21,23,22.86,20.4,27.1,16.8,30.33,9.79,11.1,5.8,25.9,34.5,15.25,37.3,16.86,25,96.7,7.2,17.7,42.9,41.94,27,20.25,56.1,21.44,17.85,9.66,2.98,8.64,1.7,16.89,15.29,20.43,16.34,18.64,4.27,13.36,12.72,8.04,6.65,5.65,14.3,29.58,15.2,10.34,12.09,9.74,44.35,2.84,15.89,103.56,8.08,22.01,15.65,43.26
"2008-01-07",29.7,48.98,20.21,26.8,32.36,45.5,22.5,148.2,23,23.15,20.3,28,16,31.15,9.85,11.1,5.78,25.36,32.48,15.15,36,17.1,25.3,93.38,6.91,17,43.7,41.5,26.8,21.6,55.1,21.95,18.02,9.08,3.04,8.63,1.79,17.92,14.79,20.43,16.55,18.55,4.42,12.73,13.06,8.09,6.65,5.63,14,27.85,15.1,9.98,12.26,9.85,42.83,2.73,15.26,105.49,8,21.84,16.7,42.49
"2008-01-08",30.31,50.09,20.4,27.74,32.42,46.3,23.6,151,24.35,23.17,20.35,27.4,14.95,30.49,9.9,11.2,5.64,26.08,31.2,15.2,36.29,17.2,25,99,7.15,16.5,43.9,41.6,26.6,21.2,56.2,22.4,18.43,9.17,3.15,8.64,1.82,18.8,15.07,21.63,16.56,18.6,4.32,11.89,12.78,8.13,6.71,5.49,14.4,26.75,15.15,10.06,12.33,9.74,45.41,2.82,14.81,105.97,8.02,21.68,16.39,43.34
"2008-01-09",30.85,48.8,19.98,28.05,33.4,49.19,25,149,24.2,23.8,20.85,27.99,14.5,31.28,10.2,11.1,6.1,27.02,31,15.1,35.9,16.95,23.9,100.68,7.1,16,41.05,43,26,21,55.6,22.8,17.96,8.98,3.19,8.9,1.93,19.91,14.87,21.5,17.01,19.05,4.41,11.53,13.11,8.38,6.65,5.94,14.92,26.58,15.05,9.95,12.15,9.31,46.18,2.8,14.36,99.09,8.29,21.19,16.23,42.88
"2008-01-10",31.74,48.7,20.7,27.8,34.8,48.75,24.75,154.5,24.3,23.3,21,28.2,14,31.6,10.5,11.29,6.95,27.18,32.93,15.26,34.8,16.8,25.25,98.6,7.24,15.96,41,42.15,26.05,21.65,56.81,23.45,17.92,9.3,3.16,9.28,1.92,19.71,15.42,21.59,16.66,19.19,4.45,11.13,13.25,8.62,6.76,6.77,15.01,28.24,15.21,9.64,12.05,9.83,45.22,2.86,14.32,98.97,8.12,21.23,16.74,43.81
"2008-01-11",30.12,48,20.29,27.69,33.45,48.54,24,150.5,23.93,22.83,20.3,27.6,13.3,30.1,10.7,10.95,6.55,27.49,32,15.15,34.5,16.55,23.8,97,7.6,16.16,42.29,42.61,26.4,21.3,56.1,22.26,17.66,9.12,3.14,8.92,1.91,19.12,15.02,21.26,16.32,18.55,4.35,10.58,12.62,8.79,6.56,6.38,15.18,27.44,15.1,9.56,11.87,9.27,44.49,3,14.5,102.08,8.21,21.52,16.47,43.26
"2008-01-14",30,48.69,19.82,27.7,33.05,49.16,24.55,153.79,23.23,22.93,20,27.55,12.9,28.99,10.15,11.03,6.38,27.22,31.25,15,32.49,16.79,22.75,96.5,7.4,16.55,42.9,42.45,26.59,22.45,56,22.17,17.91,8.91,3.15,8.81,1.93,19.55,15.35,20.64,16.39,18.28,4.35,10.26,12.15,8.34,6.61,6.21,15.03,26.8,14.95,9,12.04,8.86,44.26,2.92,14.85,103.56,8.18,21.67,17.36,43.18
"2008-01-15",29.31,47.8,18.99,27,32.8,47.15,23.75,150,21.8,22.45,19.59,26.49,11.98,27.65,10,10.6,5.96,25.76,29.8,14.99,30.3,16.02,21.73,91.8,6.98,16,40,41.5,26.3,21.85,53.9,21.66,17.59,8.54,3.07,8.74,1.85,18.92,14.97,19.37,16.05,17.9,4.18,9.53,11.59,8.21,6.35,5.8,14.22,25.55,14.94,8.4,11.49,8.46,42.1,2.76,14.36,96.56,8,21.44,16.89,41.56
"2008-01-16",29.3,46.51,18.2,25.95,33,46.16,23.25,141.71,22.4,23,19.3,26,11.7,27.9,9.7,10.48,5.8,25.3,29.4,14.31,30.95,16.61,21.5,87.8,6.98,15.9,36.11,40.41,26.01,21.55,51.41,21.65,17.11,8.18,2.95,8.8,1.82,18.52,14.14,19.9,16.44,17.64,4.1,9.31,11.7,7.97,6.28,5.65,13.97,25.21,14.26,8.58,11.91,8.37,40.27,2.76,14.27,87.17,7.79,21.2,16.66,39.64
"2008-01-17",28.99,44.85,17.11,25,31.8,47.7,23.59,139.01,22.34,22.4,19.2,26,11.11,26.95,9.8,10.27,5.62,23.96,27.75,13.9,29.1,16.08,20.4,83.11,6.82,16.1,34.5,38.06,25.6,20.85,51.05,21.42,16.5,7.69,2.84,8.48,1.88,18.79,13.87,19.85,16.01,17.55,4.1,8.84,11.3,8.05,6.15,5.47,13.23,23.8,13.85,8.06,11.53,7.94,38.12,2.69,14.45,83.28,7.33,20.86,16.12,39.37
"2008-01-18",28.55,45,17.89,24.39,31.3,50.2,24,143,21.4,23.52,19,25.9,10.96,26.82,9.8,10.09,5.26,23.68,29.99,13.85,30.3,15.8,21.8,84.4,6.7,16.5,35.4,37.7,25.7,21,51.59,21.1,16.56,8.04,2.77,8.34,1.97,19.12,14.27,19.01,16.81,17.36,4.09,8.72,11.24,8.05,6.04,5.12,13.08,25.72,13.8,8.4,11.33,8.49,38.71,2.65,14.81,85.45,7.26,20.95,16.23,39.78
"2008-01-21",27.09,43,16.3,21.74,29.75,48.2,22.48,130.41,20,21.8,18.2,24.5,10.49,25.5,9.53,9.73,4.68,23.07,28.09,13.05,25.7,15.7,19.3,78,6.55,16,33.6,34.29,24.85,20,46.22,20.02,15.82,7.33,2.47,7.93,1.9,17.9,13.01,17.77,15.58,16.63,3.86,8.34,10.69,7.83,5.83,4.56,12.74,24.09,13.01,7.12,11.26,7.52,35.78,2.59,14.36,81.11,6.61,20.25,15.46,35.64
"2008-01-22",28.7,43,17.14,23.5,30.2,50,22.39,144,21.15,21.69,18.6,24.89,11.3,27.1,9.8,9.81,4.58,23.6,29.3,13.58,28.2,15.14,18.99,86.26,6.71,16,35,36.82,25,19.82,47.6,21.21,15.82,7.7,2.67,8.05,1.97,17.83,14.37,18.79,15.5,17,3.93,8.99,11.31,8.05,5.88,4.46,13.03,25.13,13.53,7.82,10.86,7.4,39.56,2.65,14.36,84.49,7.09,20.38,15.32,36.71
"2008-01-23",27.4,41.4,17,23.15,30.4,49.1,22.7,46,20.2,20.64,18.22,23.7,10.5,26.77,9.5,9.6,4.45,22.7,28.43,13.8,27.32,14.7,19,84.6,6.45,15.9,33.8,35.1,24.7,19.13,45,20.25,15.23,7.64,2.63,8.1,1.93,18.08,13.77,17.95,14.75,16.65,3.74,8.35,11.22,7.8,5.75,4.33,12.54,24.38,13.75,7.57,10.54,7.4,38.8,2.55,14.27,81.59,6.76,20.13,14.79,34.7
"2008-01-24",29.45,44.75,18.3,25.13,31.65,50,23.5,50.6,21.75,20.99,18.65,23.8,11.45,28.53,9.95,10.25,5,23.55,30.07,14.99,30.3,16.25,19.35,91.2,7,16.47,35.85,36.58,26,19.16,50.12,21.76,16.47,8.23,2.85,8.44,1.97,18.72,15.15,19.32,15.15,17.04,3.75,9.11,11.96,8.25,6.14,4.87,13,25.79,14.94,8.4,11.65,7.54,41.83,2.76,14.78,86.54,7.05,21.19,14.81,38.65
"2008-01-28",29.1,44.75,17.42,25.17,33,52.3,24.4,53.2,21.7,22,18.81,24.6,11.5,29.49,9.7,10.3,4.93,24,28.2,14.5,30.81,16.61,18.4,97.12,6.8,16.68,37.01,37.15,26.6,20.5,50.25,21.5,16.47,7.83,2.86,8.8,2.06,19.43,15.93,19.28,15.73,17.19,3.88,9.15,12.36,8.04,6.17,4.8,13.25,24.18,14.45,8.54,11.91,7.17,44.54,2.69,14.97,89.34,7.16,21.68,15.85,38.75
"2008-01-29",29.7,44.53,17.95,25.9,32,50.5,25.6,53.97,23.28,23,18.8,24.4,12,31.17,9.65,10.49,4.74,24.52,28.58,14.32,32,17.44,20.25,97,6.72,16.25,38.5,37.21,26.71,20,51.08,21.95,16.38,8.07,2.94,8.53,1.99,20.39,16.16,20.68,16.44,17.18,3.85,9.54,13.07,8,6.28,4.62,13.54,24.51,14.27,8.87,12.51,7.89,44.49,2.65,14.58,92.94,7.17,21.77,15.46,39.39
"2008-01-30",30.4,44.05,18.4,27.1,30.69,48.49,27,54.84,23.6,22.9,18.8,23.79,12.5,31,9.59,10.41,4.7,24.01,28.4,14.2,32.5,17.35,20.48,99.45,6.5,16.14,39.9,37.79,26.99,20.05,52.39,22.46,16.21,8.27,3.08,8.18,1.91,21.5,16.42,20.97,16.37,17.18,3.75,9.94,13,7.95,6.24,4.58,13.26,24.35,14.15,9.01,12.44,7.98,45.61,2.57,14.49,96.32,7.28,22,15.5,40.4
"2008-01-31",29.25,43,18.3,28.35,30.26,48.5,27.49,55,22.9,21.9,19.05,23.5,12.39,29.7,9.6,10.13,4.89,23.29,27.6,14.46,32.75,17,21.9,96.4,6.35,16.05,37.4,37.16,26.8,20,51.83,21.61,15.82,8.23,3.22,8.07,1.91,21.9,16.46,20.35,15.65,17.41,3.71,9.85,12.45,7.96,6.07,4.76,12.86,23.67,14.41,9.08,12.19,8.53,44.21,2.51,14.4,90.28,7.16,21.84,15.46,39.97
"2008-02-01",29,43,18,29.1,32.2,50,27.5,58.57,24.19,22.85,19.6,22.96,12,30.15,9.5,9.8,5,23.3,27.32,14.75,32.7,17.16,23.25,98.1,6.29,16.15,37.3,38.36,27.35,20.39,54.9,21.43,15.82,8.09,3.3,8.58,1.97,21.9,17.53,21.49,16.33,17.91,3.62,9.54,12.64,7.88,5.87,4.87,12.87,23.43,14.7,9.06,12.3,9.05,44.99,2.48,14.49,90.04,7.39,22.29,15.76,42.34
"2008-02-06",28.35,41.98,17.5,29,31,49.5,24.8,55.9,22.9,21.84,18.86,22.4,12.09,27.91,9.18,9.42,5.02,22.85,27.01,14.75,31,17.12,21.6,94.24,6.4,15.9,35.6,38.8,26.34,20.25,53.11,20.95,15.45,7.87,3.29,8.26,1.95,19.75,16.73,20.35,15.61,17.24,3.53,9.62,11.7,7.61,5.64,4.89,12.62,23.16,14.7,8.59,12.28,8.41,43.22,2.53,14.27,85.94,7.48,21.47,15.65,40.95
"2008-02-07",28,41.65,18,28.2,31.04,47.75,24.2,55.59,21.5,22,18.6,23.1,12,26.61,9.6,9.3,5.01,22.4,27.12,14.75,31,16.15,20.6,97.36,6.5,15.65,34.1,37.99,25.75,20.05,52.4,20.69,15.33,8.09,3.2,8.27,1.88,19.27,16.64,19.1,15.73,17,3.64,9.54,11.16,7.96,5.57,4.88,12.37,23.26,14.7,8.59,11.58,8.02,44.65,2.57,14.05,82.31,7.32,20.99,15.5,40.41
"2008-02-08",28,41.14,17.4,28.55,31,48.05,24.35,56.14,21.1,22.05,18.79,23.24,12.2,27.05,9.07,9.25,5.29,22.26,26.8,15,29.86,16.1,20.2,97.64,6.5,15.99,34,37,26.5,20.15,53.5,20.69,15.14,7.82,3.24,8.26,1.89,19.39,16.81,18.75,15.76,17.17,3.67,9.7,11.34,7.52,5.54,5.15,12.29,22.98,14.95,8.28,11.54,7.87,44.78,2.57,14.35,82.07,7.13,21.6,15.58,41.26
"2008-02-11",28.25,42.8,18.4,29,32.05,49.08,25,57.06,21.85,23,19.5,22.79,12.2,28.24,9,9.6,5.27,23,28.44,15.1,30.3,16.45,20.2,99.52,6.45,17.1,34.45,37.3,26.95,20.46,55.5,20.87,15.76,8.27,3.29,8.54,1.93,19.91,17.08,19.41,16.44,17.82,3.59,9.7,11.84,7.46,5.75,5.13,12.7,24.39,15.05,8.4,11.8,7.87,45.65,2.55,15.35,83.16,7.19,21.97,15.82,42.8
"2008-02-12",28.75,43.4,18.75,28.99,32.84,49,25.6,58.25,22.5,23.7,20.03,23,12.7,30,9.02,10.03,5.18,23.65,30.29,14.58,32,17.28,22,99.62,6.6,17.49,39,38,27,21.3,55.91,21.24,15.98,8.43,3.29,8.75,1.93,20.39,17.44,19.99,16.94,18.31,3.63,10.1,12.58,7.48,6.01,5.04,13.06,25.97,14.53,8.87,12.39,8.57,45.69,2.61,15.7,94.14,7.32,22.01,16.47,43.11
"2008-02-13",28.76,44,19.3,29.02,33.7,48.01,26.59,60.6,24,24.4,19.8,24.28,13.7,31.15,9,10.31,4.83,24.6,30.4,14.34,34,16.74,23.86,101.6,6.56,18.7,41.6,37.46,27.48,21.3,56.79,21.25,16.2,8.67,3.3,8.98,1.89,21.18,18.14,21.32,17.44,18.1,3.83,10.9,13.06,7.46,6.18,4.7,13.58,26.07,14.29,9.42,12,9.29,46.6,2.59,16.78,100.42,7.22,22.4,16.47,43.79
"2008-02-14",28.25,43.1,19.7,28.9,33.6,47,26.69,60.3,25,23.4,19.73,23.85,14.18,30,9,10,4.6,24.46,29.73,14.4,35.25,16.25,23.5,100.93,6.4,17.8,42.8,37.3,27,21,56.31,20.87,15.87,8.85,3.28,8.96,1.85,21.26,18.05,22.21,16.73,18.03,3.76,11.28,12.58,7.46,5.99,4.48,13.51,25.49,14.35,9.77,11.65,9.15,46.29,2.53,15.98,103.32,7.19,22.01,16.23,43.42
"2008-02-15",28.55,43.2,19.75,28.85,33.25,47,27.19,61.5,25.1,23.4,19.2,23.32,14.1,28.85,9.3,10.2,4.75,24.45,29.7,14.31,35.25,15.9,24,99.88,6.4,17.5,37.8,36.9,26.57,20.55,55.22,21.1,15.9,8.88,3.28,8.86,1.85,21.66,18.41,22.3,16.73,17.55,3.68,11.21,12.1,7.71,6.11,4.63,13.5,25.47,14.26,9.77,11.4,9.35,45.81,2.53,15.71,91.25,7.11,21.66,15.89,42.58
"2008-02-18",29.6,44.29,19.8,28.9,33.52,48.35,28.1,63.7,25.8,23.98,19.1,24.4,14.7,30.1,9.2,10.45,5,25.1,30.96,14.58,35.6,16,24.1,101.86,6.35,17.2,38.58,37.1,26.85,20.35,57.59,21.87,16.3,8.9,3.28,8.94,1.9,22.38,19.07,22.92,17.14,17.46,3.85,11.69,12.62,7.63,6.26,4.87,13.86,26.55,14.53,9.87,11.47,9.39,46.72,2.51,15.44,93.13,7.15,21.88,15.73,44.41
"2008-02-19",30.05,43.89,19,28.86,33.5,46.8,26.7,66.02,26.21,24.01,18.9,23.7,14.9,30,9.01,10.2,5.13,24.34,31.6,14.38,36.3,15.75,24,101.9,6.46,17.5,39.71,36.71,26.75,20.06,57.91,22.2,16.16,8.54,3.28,8.93,1.84,21.27,19.76,23.29,17.16,17.27,3.74,11.85,12.58,7.47,6.11,5,13.44,27.1,14.33,10.06,11.29,9.35,46.74,2.55,15.71,95.86,7.07,21.8,15.51,44.66
"2008-02-20",30.89,44.1,19,30.39,34.5,47.1,27.5,68.4,26.11,24.6,19.4,24.59,14.96,30.2,9.95,10.45,5.47,24.75,30.97,14.9,35.2,16.09,23.79,103.05,6.49,18.5,39.41,37.6,27,20.5,60,22.82,16.23,8.54,3.45,9.2,1.85,21.9,20.48,23.2,17.58,17.73,3.88,11.9,12.66,8.25,6.26,5.33,13.67,26.56,14.85,9.76,11.54,9.26,47.26,2.56,16.6,95.13,7.25,22.01,15.85,46.27
"2008-02-21",31.7,44.18,18.8,28.85,35.11,46.9,28.25,70,25.35,25.05,19.4,24.09,14.4,30.03,9.7,10.42,5.48,24.64,30.85,14.75,35.1,16,23,101.46,6.41,18.35,37.77,37.91,27.39,20.5,59.8,23.42,16.26,8.45,3.28,9.36,1.84,22.5,20.95,22.52,17.91,17.73,3.8,11.45,12.59,8.04,6.24,5.34,13.61,26.45,14.7,9.73,11.47,8.96,46.54,2.53,16.47,91.17,7.3,22.32,15.85,46.11
"2008-02-22",31.15,45.1,18.9,29.1,35.55,47.2,28.2,67.28,26.5,26.4,19.49,25.35,13.85,29.99,9.8,10.61,5.69,26.15,33.6,14.36,36.7,16.24,23,101.16,6.45,19.1,37.2,38.8,27.5,20.99,60.7,23.02,16.6,8.5,3.3,9.48,1.86,22.46,20.14,23.54,18.87,17.81,4,11.02,12.57,8.13,6.36,5.54,14.44,28.81,14.31,10.17,11.65,8.96,46.4,2.55,17.14,89.8,7.48,22.41,16.23,46.81
"2008-02-25",30,45.95,20.01,29.04,36,47.8,27.77,64.95,26.4,27.3,19.8,26.3,13.2,30.4,9.43,10.84,5.9,25.5,34.8,15.15,38.3,16.7,23.99,101.99,6.5,18.79,36.99,39.49,27.48,21.38,60.7,22.17,16.92,8.99,3.3,9.6,1.88,22.12,19.44,23.46,19.51,18.1,4.15,10.5,12.75,7.82,6.5,5.75,14.08,29.84,15.1,10.61,11.98,9.34,46.78,2.57,16.86,89.29,7.61,22.4,16.53,46.81
"2008-02-26",28.51,47.31,20.7,29.35,37,48.99,28.49,62.9,26.75,26.94,19.93,27,13.47,31.11,9.47,11.13,6.2,26,35,16.05,39.01,17.05,25.6,102.21,6.56,19.01,37.2,38.61,27.75,21.73,60.7,21.07,17.42,9.3,3.33,9.86,1.93,22.69,18.83,23.77,19.26,18.21,4.26,10.71,13.04,7.85,6.67,6.04,14.36,30.01,16,10.81,12.23,9.97,46.88,2.59,17.06,89.8,7.44,22.62,16.8,46.81
"2008-02-27",28.25,48.2,20,28.85,37.69,51.19,28.85,62.16,27.34,26.2,19.8,26.9,13.4,32.64,9.44,11.43,6.39,25.75,34.75,16.35,41.48,17.23,25.95,103.89,6.95,19.4,38,40.3,27.5,22.6,60.51,20.87,17.74,8.99,3.28,10.05,2.01,22.98,18.61,24.29,18.73,18.1,4.24,10.66,13.69,7.83,6.85,6.22,14.22,29.8,16.3,11.5,12.36,10.11,47.65,2.74,17.41,91.73,7.77,22.41,17.47,46.66
"2008-02-28",28.1,49.8,19.9,29.48,36.9,50.85,28.15,63.85,26.75,25.3,19.25,26.62,13.5,33.8,9.7,11.19,6.49,25.61,34.4,16.5,40.6,17.47,25.79,104.05,7.15,19.85,40.75,41,27.5,21.8,62.5,20.76,18.33,8.94,3.35,9.84,2,22.42,19.11,23.77,18.09,17.59,4.2,10.74,14.17,8.04,6.71,6.32,14.14,29.5,16.44,11.25,12.53,10.04,47.72,2.82,17.82,98.37,7.9,22.41,16.85,48.2
"2008-02-29",28.27,47.5,19.6,28.85,37,49.23,28.9,63.1,27,24.87,18.9,26.2,13.19,33.05,9.5,10.75,6.57,24.9,33.57,16.5,39.5,17.25,24.75,97.7,7.03,19.9,38.85,40.2,26.45,20.85,58.66,20.89,17.49,8.81,3.28,9.86,1.94,23.02,18.89,23.99,17.51,17.27,4.13,10.49,13.86,7.88,6.44,6.4,13.75,28.79,16.44,10.95,12.37,9.64,44.81,2.78,17.86,93.78,7.75,21.56,16.12,45.23
"2008-03-03",27.8,49,20.15,28.5,38.31,50.25,29.9,64.97,28.25,26.7,18.4,27.89,13.26,34.49,9.25,10.93,6.65,26.41,35.01,16.44,40.5,18.1,26.44,98.2,6.74,18.85,40.15,40.08,26.5,20.8,58.3,20.54,18.04,9.06,3.24,10.21,1.98,23.81,19.45,25.1,19.09,16.82,4.4,10.55,14.46,7.67,6.55,6.48,14.58,30.02,16.39,11.22,12.98,10.3,45.04,2.66,16.92,96.92,7.72,21.6,16.08,44.96
"2008-03-04",27.2,48.25,19.71,27.25,38.36,49.5,30.42,64.7,27.67,27.29,18.3,26.85,13.44,34.6,9.4,10.78,6.41,25.99,35.38,16.59,42,18.3,25.25,94.3,6.52,18.7,39.28,40.55,25.95,20.97,57.06,20.1,17.77,8.86,3.09,10.23,1.95,24.23,19.37,24.58,19.51,16.72,4.24,10.69,14.51,7.79,6.46,6.24,14.35,30.34,16.53,11.64,13.12,9.83,43.25,2.57,16.78,94.82,7.81,21.15,16.21,44
"2008-03-05",27.74,48.85,19.9,27.3,38.81,49.9,31.8,64.6,27.7,27.31,18.3,27.39,13.45,33.16,9.6,11.27,6.94,26.15,35.95,16.9,43.3,18.49,25.9,97,6.75,19.4,39.7,39.7,27.3,20.9,58.77,20.5,17.99,8.94,3.1,10.35,2.24,25.33,19.34,24.61,19.52,16.72,4.32,10.7,13.9,7.96,6.76,6.76,14.44,30.83,16.84,12,13.67,10.09,44.49,2.67,17.41,95.83,7.65,22.25,16.16,45.32
"2008-03-06",27.2,46.7,19.4,26.47,38.35,48.6,29.84,64.4,26.24,26.15,18.07,26.05,13.25,32.15,9.69,10.94,6.89,25,33.89,16.7,42.99,18.06,24.75,95.38,6.7,18.95,39.4,39.11,27,20.81,57.23,20.1,17.2,8.72,3.01,10.22,2.18,23.77,19.28,23.31,18.69,16.51,4.37,10.54,13.48,8.03,6.56,6.71,13.81,29.06,16.64,11.91,13.36,9.64,43.75,2.65,17.01,95.11,7.54,22.01,16.09,44.13
"2008-03-07",26.8,45.91,19.7,26.92,35.67,48.08,28.91,63.65,25.76,25.72,17.72,25.25,13.55,31.5,9.46,10.55,6.4,24.84,33.75,16.69,40.3,18,23.7,94.08,6.42,18.99,38.1,38.8,26.89,20.9,56.02,19.8,16.91,8.85,3.06,10.31,2.16,23.03,19.05,22.89,18.39,16.19,4.24,10.78,13.21,7.84,6.33,6.23,13.72,28.94,16.63,11.17,13.31,9.23,43.15,2.54,17.04,91.97,7.48,21.92,16.16,43.2
"2008-03-10",26.5,45,18.96,25.6,35.7,45.4,28,60.8,24.2,25.05,17.8,24.45,12.91,29.58,9.39,10.35,6.15,24.16,31.61,16.16,37,17.1,22,92.58,6,18.65,35.65,38,25.99,19.89,54.5,19.58,16.57,8.52,2.91,10.32,2.04,22.3,18.2,21.5,17.91,16.27,4.1,10.27,12.4,7.79,6.21,5.99,13.34,27.11,16.11,10.25,12.65,8.57,42.46,2.37,16.74,86.06,7.32,21.18,15.38,42.03
"2008-03-11",26.59,46.95,18.3,26.83,36.7,44.35,29.48,62.21,26,27.17,17.8,24.34,13.35,31.8,9.6,10.8,6.8,26.06,34.05,16.51,38,17.9,22.15,96.2,6.3,18.85,35.3,40.31,26.25,20.2,56.74,19.65,17.29,8.23,3.05,10.61,1.99,23.48,18.62,23.1,19.42,16.27,4.08,10.62,13.33,7.96,6.47,6.62,14.39,29.2,16.45,10.53,13.24,8.63,44.12,2.49,16.92,85.21,7.77,21.39,15.62,43.75
"2008-03-12",25.77,46.85,18.15,27.4,36.88,43.5,28.89,63.1,25.7,27.15,17.8,24.68,12.7,31.15,9.59,10.55,6.62,25.81,36.1,16.49,39.25,17.63,22.85,95.9,6.3,18.5,34.7,40.2,26.1,20.45,57.3,19.04,17.25,8.16,3.11,10.66,1.95,23.01,18.89,22.83,19.41,16.27,4.14,10.1,13.06,7.95,6.33,6.45,14.25,30.96,16.43,10.88,13.04,8.9,43.98,2.49,16.6,83.76,7.75,21.27,15.81,44.19
"2008-03-13",25.8,46.1,17.5,27.6,36.86,44.85,28.4,65.25,25.89,27.8,17.5,24.25,12.2,30.69,9.41,10.69,6.8,25.84,36.5,16.7,37.9,18.35,21.51,94.52,6.14,17.8,18.01,39.86,26.2,20.32,57.6,19.06,16.98,7.87,3.13,10.66,2.01,22.62,19.53,23,19.87,15.99,4.07,9.7,12.87,7.8,6.41,6.62,14.27,31.3,16.64,10.5,13.57,8.38,43.35,2.42,15.98,86.95,7.68,21.35,15.71,44.42
"2008-03-14",26.5,45.7,17.1,27.55,36.99,46.55,26.5,67,25,27.52,18.05,23.99,11.26,30.29,9.3,10.47,6.8,24.67,35.27,16.81,37,18.6,21.69,93.99,6.1,17.9,17.68,39.59,26.5,20.2,58.9,19.58,16.83,7.69,3.13,10.7,2.09,21.11,20.06,22.21,19.67,16.5,4.02,8.96,12.7,7.71,6.28,6.62,13.62,30.24,16.75,10.25,13.75,8.45,43.11,2.41,16.07,85.36,7.63,21.6,15.62,45.42
"2008-03-18",25.75,45.6,16.76,27.65,36.82,45.84,27,67.02,25.5,27.43,17.32,23.88,10.95,31.6,9.1,10.5,6.95,23.95,35.35,16.99,38,18.31,21.7,90.01,6.15,17.4,18.3,40.6,26.2,20.1,57.08,19.03,16.79,7.53,3.14,10.65,2.38,21.5,20.06,22.66,19.61,15.91,4.01,8.71,13.25,7.55,6.3,6.77,13.23,30.31,16.93,10.53,13.54,8.45,41.28,2.43,15.62,88.35,7.82,21.35,15.54,44.02
"2008-03-19",25.25,42.79,16.49,26.5,35.3,44.46,25,63,24.9,27,17,23.1,10.25,29.3,9,10.07,6.75,22.87,34.59,15.75,35.64,18.2,20.25,83.8,5.8,16.12,17.25,38.88,25.65,20.5,53.16,18.66,15.76,7.41,3.01,10.21,2.31,19.91,18.86,22.12,19.3,15.62,3.87,8.15,12.28,7.46,6.04,6.57,12.63,29.66,15.7,9.88,13.46,7.89,38.44,2.29,14.47,83.47,7.49,20.91,15.85,40.99
