"data","BBAS3.SA_bovespa","BBDC3.SA_bovespa","BRML3.SA_bovespa","CCRO3.SA_bovespa","CPFE3.SA_bovespa","CRUZ3.SA_bovespa","CSAN3.SA_bovespa","CSNA3.SA_bovespa","CYRE3.SA_bovespa","ELET3.SA_bovespa","EMBR3.SA_bovespa","ENBR3.SA_bovespa","EVEN3.SA_bovespa","GFSA3.SA_bovespa","HGTX3.SA_bovespa","ITSA4.SA_bovespa","JBSS3.SA_bovespa","LIGT3.SA_bovespa","LREN3.SA_bovespa","MRFG3.SA_bovespa","MRVE3.SA_bovespa","NATU3.SA_bovespa","PDGR3.SA_bovespa","PETR3.SA_bovespa","POMO4.SA_bovespa","RENT3.SA_bovespa","RSID3.SA_bovespa","SBSP3.SA_bovespa","SUZB5.SA_bovespa","TBLE3.SA_bovespa","VALE3.SA_bovespa","BBAS3.SA_yahoo","BBDC3.SA_yahoo","BRML3.SA_yahoo","CCRO3.SA_yahoo","CPFE3.SA_yahoo","CRUZ3.SA_yahoo","CSAN3.SA_yahoo","CSNA3.SA_yahoo","CYRE3.SA_yahoo","ELET3.SA_yahoo","EMBR3.SA_yahoo","ENBR3.SA_yahoo","EVEN3.SA_yahoo","GFSA3.SA_yahoo","HGTX3.SA_yahoo","ITSA4.SA_yahoo","JBSS3.SA_yahoo","LIGT3.SA_yahoo","LREN3.SA_yahoo","MRFG3.SA_yahoo","MRVE3.SA_yahoo","NATU3.SA_yahoo","PDGR3.SA_yahoo","PETR3.SA_yahoo","POMO4.SA_yahoo","RENT3.SA_yahoo","RSID3.SA_yahoo","SBSP3.SA_yahoo","SUZB5.SA_yahoo","TBLE3.SA_yahoo","VALE3.SA_yahoo"
"2013-07-02",20.9,29.8,18.5,16.7,20.39,27.52,42.31,5.7,15.47,4.48,20.59,10.97,7.4,2.7,30.99,7.86,6.55,15.4,61,7.22,6.45,46.8,1.88,14.14,12.01,30,2.67,22.35,7.89,34.42,28.5,18.43,23.74,18.03,15.36,19,25.03,36.1,4.71,14.93,4.24,20.07,9.73,6.81,2.42,29.02,6.69,6.48,13.63,58.77,7.22,6.16,42.13,1.88,13.64,5.71,29.42,13.35,21.08,7.76,31.44,26.11
"2013-07-03",20.3,29.71,18.64,16.59,20.08,27.23,42.17,5.55,15.3,4.41,20.59,11.15,7.19,2.62,29.9,7.76,6.7,15.44,60.7,7.22,6.11,46.8,1.79,14.43,12.3,30.25,2.64,21.31,7.84,33.96,28.39,17.9,23.67,18.17,15.26,18.71,24.76,35.98,4.59,14.77,4.18,20.07,9.89,6.62,2.35,28,6.6,6.63,13.66,58.49,7.22,5.84,42.13,1.79,13.92,5.84,29.67,13.2,20.1,7.71,31.02,26.01
"2013-07-04",20.61,29.8,18.85,16.63,20.55,27.48,42,5.67,15.59,4.47,20.23,10.85,7.6,2.65,31,7.85,6.51,15.6,61.6,7.2,6.3,46.25,1.88,14.57,12.25,30.8,2.68,21.5,7.95,34.65,29.47,18.18,23.74,18.37,15.3,19.15,24.99,35.84,4.69,15.05,4.23,19.72,9.62,6.99,2.38,29.03,6.68,6.45,13.8,59.35,7.2,6.02,41.63,1.88,14.05,5.82,30.21,13.4,20.27,7.82,31.65,27
"2013-07-05",20.44,28.75,18.86,17.12,20.38,27.45,41.95,5.45,15.22,4.41,20.6,10.99,7.4,2.8,30.89,7.75,6.5,15.5,61.2,7.18,6.19,46.89,1.84,13.68,12.41,30.24,2.59,21.52,7.97,35,28.7,18.03,22.9,18.38,15.75,18.99,24.96,35.79,4.51,14.69,4.18,20.08,9.75,6.81,2.51,28.93,6.59,6.44,13.71,58.97,7.18,5.91,42.21,1.84,13.19,5.9,29.66,12.95,20.29,7.84,31.97,26.29
"2013-07-08",20.41,28.54,18.6,16.94,20.35,27.35,42.2,5.46,15.31,4.44,20.62,10.9,7.4,2.75,31.37,7.75,6.43,15.73,61.38,7.3,6.16,46.98,1.79,13.55,12.56,30.75,2.59,21.47,7.9,34.5,28.39,18,22.74,17.99,15.54,18.95,24.87,35.84,4.51,14.79,4.19,20.09,9.58,6.81,2.46,29.37,6.59,6.43,13.91,59.05,7.28,5.89,42.3,1.79,13.13,5.97,30.46,12.95,20.27,7.81,31.43,26
"2013-07-10",20.54,28.8,18.74,16.85,20.65,27.49,41.75,5.52,15.36,4.54,20.98,11.25,7.19,2.83,31.47,7.78,6.55,16.2,61.61,7.3,6.1,48.04,1.72,13.8,12.5,30.79,2.52,22.49,7.94,34.8,28.97,18.12,23.05,18.32,15.51,19.29,24.96,35.73,4.54,14.84,4.32,20.48,10,6.62,2.55,29.37,6.65,6.48,14.33,59.4,7.32,5.81,43.39,1.73,13.31,5.94,30.35,12.65,21.27,7.82,31.78,26.61
"2013-07-11",21.15,30.24,19.32,17.19,20.95,27.95,43.8,5.91,15.95,4.75,21.09,11.52,7.62,2.92,31.5,7.92,6.4,16.25,61.89,7.63,6.45,47,1.71,14.8,12.65,31.85,2.55,23.06,8.26,35.55,30.32,18.67,24.22,18.76,15.79,19.56,25.47,37.43,4.9,15.4,4.5,20.45,10.22,6.98,2.61,29.49,6.76,6.34,14.41,59.9,7.64,6.16,42.27,1.71,14.3,6.03,31.24,12.75,21.52,8.13,32.66,27.92
"2013-07-12",21,30.33,19.19,16.6,20.5,27.71,43.36,5.61,15.44,4.78,21.2,11.53,7.5,2.76,31.52,7.9,6.29,15.95,61.83,7.4,6.09,46.5,1.69,14.55,12.7,31,2.49,22.32,8.21,34.96,29.84,18.52,24.16,18.7,15.27,19.1,25.2,37,4.64,14.9,4.53,20.66,10.23,6.9,2.48,29.52,6.72,6.23,14.11,59.57,7.4,5.82,41.86,1.69,14.03,6.03,30.4,12.45,21.05,8.08,31.93,27.34
"2013-07-15",21.59,31.86,19.92,16.8,20.84,27.5,43.4,6.07,16.05,4.91,21.45,11.7,7.66,2.86,31.49,8.03,6.59,16.19,61.85,7.45,6.5,46.79,1.76,14.74,12.6,31.1,2.55,22.81,8.22,35.39,30.13,19.04,25.38,19.42,15.45,19.42,25.01,37.03,5.02,15.49,4.65,20.91,10.38,7.05,2.57,29.49,6.83,6.52,14.32,59.59,7.45,6.21,42.12,1.76,14.22,5.99,30.5,12.75,21.51,8.09,32.32,27.6
"2013-07-16",22.2,32,19.64,16.86,20.8,27.7,43.29,5.88,16.5,4.85,21.59,11.35,7.88,2.88,31.8,8.11,6.79,16.25,61.7,7.45,6.74,46.42,1.75,14.97,12.6,31,2.55,22.55,8.19,35.45,31.23,19.58,25.49,19.14,15.51,19.38,25.19,36.94,4.86,15.93,4.59,21.04,10.07,7.25,2.59,29.78,6.9,6.72,14.38,59.45,7.45,6.44,41.79,1.75,14.44,5.99,30.4,12.75,21.27,8.06,32.38,28.61
"2013-07-17",22.4,32.9,19.59,17.05,21.14,27.37,43.94,6.01,16.63,4.83,21.45,11.53,8.1,2.91,30.2,8.23,6.57,16.2,61,7.41,6.97,45.35,1.85,15.35,12.55,31.6,2.65,23.25,8.09,36.14,31.84,19.76,26.21,19.09,15.68,19.7,24.89,37.49,4.97,16.05,4.57,20.91,10.23,7.45,2.61,28.28,7,6.5,14.33,58.77,7.41,6.66,40.82,1.85,14.8,5.96,30.99,13.25,21.93,7.96,33.01,29.17
"2013-07-18",22.59,31.86,20.18,17.3,21.39,27.36,43.81,5.99,16.78,4.73,21.52,11.65,7.97,2.88,30.3,8.23,6.88,16.25,61.05,7.41,6.95,44.5,1.93,15.53,12.55,31.95,2.73,23.72,7.96,35.97,31.65,19.92,25.38,19.67,15.91,19.93,24.88,37.38,4.95,16.2,4.48,20.98,10.33,7.33,2.59,28.37,7,6.81,14.38,58.82,7.41,6.64,40.06,1.93,14.98,5.96,31.33,13.65,22.37,7.83,32.85,28.99
"2013-07-19",22.3,31.05,20.2,17.29,21.18,27.39,43.65,6,16.8,4.62,21.52,11.27,8.15,3.04,29.76,8.17,6.75,16.36,60,7.2,6.99,43.97,1.97,15.48,12.63,31.97,2.72,23.7,7.76,36,30.9,19.69,24.91,19.75,15.91,19.85,24.95,37.29,4.96,16.23,4.37,20.99,10.07,7.46,2.74,27.99,6.98,6.71,14.51,57.96,7.21,6.68,39.77,1.98,15.01,6,31.51,13.65,22.36,7.67,32.88,28.33
"2013-07-22",22.76,32.12,20.83,17.35,21.43,28.42,44,6.3,16.88,4.82,21.7,11.5,8.38,3.15,30.09,8.36,6.9,16.51,61.35,7.4,7.29,45.3,1.99,15.8,12.77,32.11,2.9,23.8,7.9,35.9,31.41,20.07,25.59,20.3,15.96,19.97,25.84,37.54,5.21,16.29,4.56,21.15,10.2,7.71,2.83,28.18,7.11,6.83,14.61,59.11,7.4,6.97,40.78,1.99,15.24,6.07,31.49,14.5,22.44,7.77,32.79,28.77
"2013-07-23",23.04,32.52,20.58,17.29,21.33,28.3,43.9,6.49,16.95,4.84,21.16,11.6,8.27,3.1,30.59,8.5,6.88,16.42,60.26,7.44,7.12,45.33,1.96,16.1,12.9,32.81,2.85,23.96,7.9,36.2,32.02,20.32,25.91,20.06,15.91,19.88,25.74,37.46,5.36,16.36,4.58,20.63,10.29,7.61,2.78,28.64,7.23,6.81,14.53,58.06,7.44,6.8,40.81,1.96,15.53,6.13,32.18,14.25,22.59,7.77,33.06,29.33
"2013-07-24",22.86,32,20.55,17.5,20.9,27.85,43.39,6.31,16.54,4.75,20.88,11.32,8.24,2.96,30.46,8.4,6.6,16.16,60.05,7.16,6.85,44.3,1.88,15.96,13,32.1,2.77,23.31,7.9,36.15,31.91,20.16,25.49,20.03,16.1,19.47,25.33,37.02,5.22,15.97,4.5,20.35,10.04,7.58,2.66,28.52,7.15,6.53,14.3,57.86,7.16,6.55,39.88,1.88,15.39,6.18,31.48,13.85,21.98,7.77,33.02,29.23
"2013-07-25",22.59,31.94,20.6,17.89,21.5,27.75,42.75,6.4,16.85,4.88,21,11.48,8.45,3.09,30.56,8.4,6.7,17.24,60,7.3,6.97,45.9,1.96,16.23,13.33,32.28,2.82,23.44,8,36.27,32.26,19.92,25.44,20.08,16.46,20.03,25.24,36.48,5.29,16.26,4.62,20.47,10.18,7.78,2.77,28.62,7.15,6.63,15.25,57.81,7.3,6.66,41.32,1.96,15.65,6.33,31.66,14.1,22.1,7.87,33.13,29.55
"2013-07-29",22.69,31.35,20.52,17.87,21.65,28.15,43,7.09,16.76,4.88,20.21,11.82,8.57,2.97,30.5,8.4,6.78,17.57,62.3,7.45,6.92,45.91,1.99,15.88,13.15,32.46,2.77,23.48,8.1,36,31.84,20.01,24.97,20,16.44,20.17,25.6,36.69,5.86,16.18,4.62,19.7,10.48,7.89,2.67,28.56,7.15,6.71,15.55,60.03,7.45,6.61,41.33,1.99,15.31,6.25,31.83,13.85,22.14,7.97,32.88,29.17
"2013-07-30",22.94,31.29,20.14,18,21.23,26.8,42.85,6.67,16.46,4.71,19.78,11.52,8.58,2.94,30.19,8.42,6.6,17.69,60.55,7.15,6.62,45.7,1.97,15.49,13.13,32.7,2.73,23.4,7.95,36.15,31.06,20.23,24.93,19.63,16.56,19.78,24.37,36.56,5.51,15.89,4.46,19.28,10.22,7.9,2.64,28.27,7.16,6.53,15.65,58.34,7.15,6.33,41.14,1.97,14.94,6.24,32.07,13.65,22.07,7.82,33.02,28.45
"2013-07-31",22.67,30.9,20.22,17.9,21.11,27.48,43.26,6.57,16.29,4.58,19.4,11.81,8.49,2.76,30.6,8.37,6.37,17.7,60.4,7.21,6.49,45.95,1.84,15.38,12.95,32.5,2.66,23.4,7.78,36.4,31.02,19.99,24.62,19.71,16.47,19.67,24.99,36.27,5.43,15.72,4.34,18.91,10.47,7.81,2.48,28.65,7.12,6.31,15.66,58.2,7.21,6.2,40.6,1.84,14.83,6.15,31.87,13.3,22.07,7.66,33.24,28.42
"2013-08-01",23.15,31.44,20.49,17.95,21.68,26.86,43.45,6.62,16.65,4.67,19.6,11.4,8.51,2.82,31.27,8.64,6.99,17.76,61.2,7.14,6.84,43.76,1.89,16.1,13.25,32.53,2.67,23.42,8,36.77,31.33,20.42,25.03,19.97,16.51,20.2,24.43,37.82,5.47,16.07,4.42,19.11,10.11,7.83,2.53,29.28,7.35,6.92,15.71,58.97,7.14,6.54,40.09,1.89,15.53,6.3,31.9,13.35,22.09,7.87,33.58,28.7
"2013-08-02",22.81,30.94,20.42,17.84,21.1,26.01,43.3,6.45,16.36,4.52,19.34,11.26,8.26,2.72,30.75,8.65,6.8,17.3,60.64,6.91,6.59,42.89,1.81,16,13.27,31.85,2.61,21.84,8,36.24,31.25,20.12,24.67,19.9,16.41,19.66,23.65,37.69,5.33,15.79,4.28,18.85,9.99,7.6,2.44,28.79,7.36,6.73,15.31,58.43,6.91,6.3,39.29,1.81,15.43,6.31,31.24,13.05,20.6,7.87,33.1,28.63
"2013-08-05",22.21,30.38,19.68,17.75,21.19,26.01,42.75,6.56,16.4,4.61,19.15,11.48,8.49,2.72,31.2,8.54,6.95,17.49,60.84,7.1,6.7,42.37,1.82,15.78,13.19,32.05,2.61,22.11,7.93,36.25,31.55,19.59,24.22,19.18,16.33,19.74,23.65,37.21,5.42,15.83,4.37,18.67,10.18,7.81,2.44,29.22,7.27,6.88,15.47,58.62,7.1,6.4,38.82,1.82,15.22,6.22,31.43,13.05,20.85,7.8,33.11,28.9
"2013-08-06",21.42,29.47,19.5,17.6,20.82,25.29,42.19,6.48,16.02,4.45,18.75,11.3,8.22,2.64,31.93,8.29,6.88,16.91,60.75,6.83,6.53,41.54,1.72,15.33,6.5,32.3,2.49,21.47,7.75,36.5,31.31,18.89,23.49,19.01,16.19,19.4,23,36.72,5.36,15.46,4.21,18.28,10.02,7.56,2.37,29.9,7.05,6.81,14.96,58.53,6.83,6.24,38.06,1.72,14.78,6.18,31.68,12.45,20.25,7.63,33.34,28.68
"2013-08-07",21.32,29.61,19.12,17.22,21,25.5,41.7,6.7,15.8,4.46,18.71,11.29,8.2,2.63,31.5,8.21,6.84,17.14,60.73,6.75,6.76,41.7,1.66,15.32,6.55,32.27,2.42,21.15,7.71,36.41,32,18.8,23.61,18.64,15.84,19.57,23.19,36.29,5.54,15.25,4.22,18.24,10.01,7.55,2.36,29.5,6.99,6.77,15.16,58.51,6.75,6.46,38.2,1.66,14.77,6.22,31.65,12.1,19.94,7.59,33.25,29.31
"2013-08-08",22.11,30.59,18.9,17.2,21.48,25.6,41.8,6.75,16.83,4.64,19.13,11.47,8.43,2.85,32.38,8.41,7.2,17.7,62,6.68,7.2,42.06,1.78,15.81,6.6,32.72,2.59,21.65,7.84,36.75,33.18,19.5,24.39,18.42,15.82,20.02,23.28,36.38,5.7,16.25,4.39,18.65,10.17,7.76,2.56,30.32,7.16,7.13,15.66,59.74,6.68,6.88,38.53,1.78,15.25,6.27,32.09,12.95,20.42,7.71,33.56,30.39
"2013-08-09",22.6,30.8,19.2,17.67,21.5,25.84,42.18,7.06,16.89,4.82,19.09,11.71,8.44,2.91,32.04,8.45,7.36,17.61,64.47,6.47,7.55,42.5,1.8,16.08,6.79,33,2.87,21.6,7.94,36.45,34.75,19.93,24.55,18.71,16.26,20.03,23.5,36.71,5.96,16.3,4.56,18.61,10.39,7.77,2.61,30,7.19,7.29,15.58,62.12,6.47,7.21,38.94,1.8,15.51,6.45,32.36,14.35,20.37,7.81,33.29,31.83
"2013-08-12",22.95,31.38,19.5,17.3,21.51,26.25,41.4,7.25,17,4.94,19.2,11.59,8.54,3.02,32.9,8.65,7.34,17.66,63.4,6.32,7.45,43.52,1.96,15.84,6.65,33.2,2.93,21.5,7.9,36.1,35.5,20.24,24.95,18.96,15.95,19.85,23.88,35.93,6.13,16.28,4.73,18.64,10.26,7.78,2.7,31.11,7.35,7.26,15.57,60.87,6.3,7.23,39.89,1.98,15.28,6.29,32.27,14.55,20.28,7.77,32.97,32.52
"2013-08-13",23.34,32.2,20.1,17.69,21.75,26.52,41.59,7.49,17,4.97,19.14,11.55,8.63,2.91,32.5,8.72,7.2,17.89,63,6.08,7.31,44.92,1.99,15.84,6.65,33.45,2.8,21.78,8.11,35.88,35.61,20.59,25.67,19.59,16.27,20.27,24.12,36.2,6.33,16.41,4.71,18.66,10.24,7.94,2.61,30.43,7.42,7.13,15.83,60.7,6.08,6.98,41.15,1.99,15.28,6.32,32.81,14,20.54,7.98,32.77,32.62
"2013-08-14",23.47,31.85,20.1,17.38,21.75,26.24,40.75,7.65,16.81,5.01,18.79,11.4,8.55,3.13,33.07,8.58,7.48,18.01,63.99,5.93,7.32,44.94,2.09,16.12,6.5,32.53,2.87,21.3,8.15,35.6,35.78,20.7,25.39,19.59,15.99,20.27,23.86,35.47,6.46,16.23,4.74,18.32,10.11,7.87,2.81,30.97,7.3,7.41,15.93,61.66,5.93,6.99,41.17,2.09,15.55,6.18,31.9,14.35,20.09,8.02,32.51,32.78
"2013-08-15",23.2,31.36,19.93,17.02,20.85,25.82,40.55,7.8,16.23,4.97,18.4,11.19,8.45,3.21,33.7,8.55,7.25,18,63,5.86,7.83,44.75,2.11,17.07,6.46,31.9,3.03,20.86,8.3,35.62,36.15,20.46,25,19.43,15.66,19.43,23.48,35.29,6.59,15.67,4.71,17.94,9.92,7.78,2.88,31.56,7.28,7.18,15.93,60.7,5.86,7.48,41,2.11,16.46,6.14,31.29,15.15,19.67,8.17,32.53,33.12
"2013-08-16",23.15,31.56,19.09,16.94,21,26.51,40.32,8.35,16.06,5.05,19.22,11.25,8.54,3.24,33.25,8.4,7.44,17.88,60.9,5.86,7.85,45.5,2.29,17.19,6.52,31.45,3.18,21.89,8.81,35.53,36.6,20.42,25.16,18.61,15.58,19.57,24.11,35.09,7.05,15.5,4.78,18.73,9.98,7.86,2.91,31.13,7.15,7.37,15.82,58.68,5.86,7.5,41.68,2.29,16.58,6.2,30.84,15.9,20.64,8.67,32.45,33.53
"2013-08-19",22.52,31.7,18.26,17.43,20.24,26.43,40.7,8.88,15.7,4.97,20.32,11.06,8.23,3.04,31.1,8.3,7.6,17.85,57.92,5.85,8.29,43.1,2.26,16.93,6.55,31.25,3.05,21.2,9.16,34.2,36.41,19.86,25.27,17.8,16.03,18.86,24.03,35.42,7.5,15.15,4.71,19.81,9.81,7.57,2.73,29.12,7.06,7.52,15.79,55.81,5.85,7.92,39.49,2.26,16.33,6.22,30.65,15.25,19.99,9.01,32.3,33.35
"2013-08-20",22.3,31.18,18.45,17.1,20.2,26.2,40.25,8.57,15.45,4.85,19.74,11.07,7.85,2.87,30.57,8.23,7.75,17.74,56.57,5.84,8.15,42.19,2.19,16.32,6.46,30.5,2.89,20.44,8.94,34.4,35.38,19.67,24.86,17.98,15.73,18.82,23.83,35.03,7.24,14.91,4.59,19.24,9.82,7.22,2.58,28.63,7,7.67,15.7,54.51,5.84,7.79,38.65,2.19,15.74,6.14,29.91,14.45,19.28,8.8,32.49,32.41
"2013-08-21",21.98,30.67,18.39,16.9,19.8,26.31,39.9,8.64,15.6,4.9,20.25,10.8,7.61,2.82,30.44,8.2,7.37,17.74,57.55,5.9,8.02,42.98,2.19,16.51,6.4,31,2.76,20.45,9,34.21,35.01,19.39,24.45,17.92,15.55,18.45,23.93,34.73,7.3,15.06,4.64,19.74,9.58,7,2.53,28.5,6.98,7.3,15.7,55.45,5.9,7.66,39.38,2.19,15.92,6.08,30.4,13.8,19.28,8.86,32.31,32.07
"2013-08-22",22.73,30.7,18.15,17.05,20.11,26.02,41.08,9.04,15.57,5,20.17,10.94,7.7,2.86,30.3,8.2,7.29,17.8,58.25,6.19,8.43,44.4,2.25,17.39,6.38,31.1,2.74,20.5,9.05,33.9,36.26,19.36,24.47,17.69,15.68,18.38,23.66,35.75,7.64,15.03,4.73,19.66,9.7,7.09,2.57,28.37,6.98,7.22,15.75,56.13,6.19,8.06,40.68,2.25,16.77,6.06,30.5,13.7,19.33,8.91,32.02,33.22
"2013-08-23",22.24,31.6,18.44,17.19,19.63,26.62,42.29,8.81,16.05,5.05,19.81,11.1,8.1,3.1,31.9,8.48,7.35,18.19,60.62,6,8.55,44.35,2.43,17.5,6.55,31.84,3,20.53,8.87,34.11,36.12,20.34,25.19,17.97,15.81,18.65,24.21,36.81,7.44,15.49,4.78,19.31,9.84,7.45,2.78,29.87,7.22,7.28,16.09,58.41,6,8.17,40.63,2.43,16.88,6.22,31.23,15,19.36,8.73,32.22,33.09
"2013-08-26",21.8,31.11,18.16,17.19,19.4,26.45,41.57,8.75,16.05,4.9,19.8,10.92,7.86,2.91,30.83,8.24,7.12,18.18,59.5,5.85,8.25,43.65,2.38,17.14,6.62,32,2.81,20.13,8.95,34.07,35.9,19.94,24.8,17.7,15.81,18.43,24.05,36.18,7.39,15.49,4.64,19.3,9.68,7.23,2.61,28.87,7.01,7.05,16.08,57.33,5.85,7.88,39.99,2.38,16.53,6.29,31.38,14.05,18.98,8.81,32.18,32.89
"2013-08-27",21.8,30.36,18.12,16.99,19.49,25.76,40.45,8.57,15.64,4.87,19.31,10.85,7.71,2.85,30.2,8.1,7,17.93,58.25,5.9,7.85,43.1,2.22,16.57,6.5,30.82,2.75,19.55,8.91,34.05,35.27,19.94,24.2,17.66,15.63,18.51,23.43,35.2,7.24,15.1,4.61,18.82,9.62,7.09,2.56,28.28,6.89,6.93,15.86,56.13,5.9,7.5,39.49,2.22,15.98,6.18,30.23,13.75,18.44,8.77,32.16,32.31
"2013-08-28",22.1,30.06,18.1,17.2,19.5,25.66,40.77,8.6,15.62,4.9,19,10.7,7.72,2.88,30.4,8.12,7.01,17.95,57.6,5.95,8.15,43.34,2.28,16.17,6.39,30.46,2.69,19.74,8.99,33.79,34.84,20.21,23.96,17.64,15.82,18.52,23.33,35.48,7.27,15.08,4.64,18.52,9.49,7.1,2.59,28.47,6.91,6.94,15.88,55.5,5.95,7.79,39.71,2.28,15.59,6.07,29.87,13.45,18.62,8.85,31.92,31.92
"2013-08-29",22.59,30.5,18,17.45,19.28,25.38,40.2,8.52,15.75,4.95,19.28,10.7,8,2.85,31.31,8.19,7.15,17.94,57.75,6.02,8.22,44.32,2.27,15.97,6.45,30.99,2.79,19.81,9.13,34,34,20.69,24.31,17.55,16.04,18.27,23.18,35.07,7.19,15.2,4.71,18.79,9.49,7.37,2.56,29.4,6.96,7.1,15.93,55.34,6.02,7.84,40.72,2.26,15.4,6.16,30.35,13.85,18.62,8.99,32.12,31.16
"2013-08-30",23.05,31.6,18.1,17.35,19.5,25,41.58,8.42,15.72,4.95,19.58,10.7,8.01,2.8,31.91,8.36,7.36,18,57.39,6.12,8.33,44.77,2.3,15.97,6.64,31.15,2.75,19.59,9.4,34.2,34.42,21.08,25.19,17.64,15.96,18.55,22.92,36.21,7.18,15.34,4.72,19.18,9.53,7.37,2.53,29.81,7.12,7.29,16.24,55.3,6.1,7.98,41.22,2.3,15.48,6.33,30.88,13.75,18.47,9.31,32.25,31.46
"2013-09-02",23.25,31.6,18.82,17.4,19.8,25.8,42,8.87,16.06,5.2,19.45,11.09,8.26,2.94,33.5,8.43,7.25,18.7,60.1,6.38,8.76,46.2,2.45,16.15,6.6,31.91,2.85,20.21,9.45,34.48,35.62,21.26,25.41,18.34,16.01,18.81,23.46,36.55,7.49,15.5,4.92,18.96,9.84,7.6,2.64,31.37,7.19,7.18,16.54,57.91,6.38,8.37,42.33,2.45,15.58,6.27,31.3,14.25,19.06,9.3,32.57,32.63
"2013-09-03",23.03,31,18.59,17.29,19.5,24.9,41.02,8.85,15.85,5.27,19.36,10.93,8.18,3.01,33.26,8.26,7.35,18.65,58.55,6.6,8.76,46.05,2.43,15.9,6.55,32.1,2.92,19.7,9.39,34.49,35.85,21.06,24.73,18.12,15.91,18.52,22.64,35.7,7.48,15.3,4.99,18.87,9.69,7.53,2.7,31.14,7.04,7.28,16.5,56.41,6.6,8.37,42.19,2.43,15.33,6.22,31.48,14.6,18.58,9.24,32.58,32.84
"2013-09-04",23.21,31.65,18.37,17.39,19.5,24.52,41.7,9.08,15.8,5.26,19.43,10.93,8.23,2.97,33.65,8.28,7.32,18.5,59,6.65,8.75,47.49,2.36,16.16,6.65,31.88,2.95,19.66,9.4,34.9,36,21.23,25.25,17.91,16,18.52,22.3,36.29,7.67,15.25,4.98,18.94,9.69,7.57,2.67,31.51,7.06,7.25,16.37,56.85,6.65,8.36,43.51,2.36,15.58,6.32,31.27,14.75,18.54,9.25,32.97,32.98
"2013-09-05",23.57,31.88,18.74,17.6,19.6,24.43,42,9.16,16.04,5.45,19.71,11.3,8.2,3.1,33.27,8.39,7.42,18.54,60.27,6.75,8.79,47.15,2.3,16.69,6.59,31.81,2.92,21.75,9.28,35.51,35.99,21.56,25.43,18.27,16.19,18.62,22.22,36.55,7.74,15.48,5.16,19.21,10.02,7.55,2.78,31.15,7.15,7.35,16.4,58.07,6.75,8.4,43.2,2.3,16.1,6.26,31.2,14.6,20.51,9.13,33.54,32.97
"2013-09-06",23.75,32.64,18.89,17.86,19.73,25.2,41.6,9.19,16.48,5.61,19.68,11.5,8.37,3.24,33.79,8.55,7.5,18.69,62.65,6.8,9.36,47.15,2.41,16.85,6.65,32.2,2.98,22.26,9.25,36.44,35.88,21.77,26.04,18.41,16.43,18.73,22.93,36.19,7.76,16.01,5.31,19.18,10.21,7.73,2.92,31.65,7.29,7.43,16.54,60.67,6.74,8.96,43.21,2.41,16.25,6.33,31.58,14.9,21.16,9.1,34.41,32.89
"2013-09-09",24.24,34.04,19.81,18.19,20.08,26.17,43,9.37,17,6.12,20.11,11.55,8.65,3.38,34.88,8.72,7.64,18.78,65.45,6.89,10,49.65,2.44,17.3,6.82,33,3.04,21.9,9.32,36.93,36.95,22.17,27.16,19.31,16.73,19.08,23.8,37.42,7.92,16.41,5.8,19.6,10.24,7.96,3.03,32.66,7.43,7.56,16.62,63.06,6.89,9.56,45.49,2.44,16.68,6.48,32.36,15.2,20.65,9.17,34.88,33.85
"2013-09-10",24.65,34.5,19.87,18.04,19.79,26.55,43.16,9.45,16.91,6.15,20.55,11.56,8.6,3.41,34.74,8.75,7.8,18.49,65.28,6.85,9.69,48.2,2.37,17.5,6.9,33.2,2.97,21.6,9.22,36.08,37.85,22.54,27.52,19.37,16.6,18.8,24.14,37.56,7.98,16.32,5.82,20.03,10.25,7.91,3.06,32.53,7.46,7.72,16.36,62.9,6.85,9.26,44.16,2.37,16.88,6.56,32.56,14.85,20.37,9.07,34.08,34.67
"2013-09-11",24.51,34.68,19.5,18.22,19.64,27.15,43,9.37,16.77,6.1,20.1,11.34,8.67,3.35,32.97,8.74,8,18.43,64.4,6.75,9.21,47.23,2.24,17.47,6.76,32.39,2.9,21.63,9.32,36.3,37.14,22.12,27.67,19.01,16.76,18.66,24.69,37.42,7.92,16.19,5.78,19.59,10.06,7.98,3.01,30.87,7.45,7.92,16.31,62.05,6.75,8.8,43.27,2.24,16.85,6.42,31.77,14.5,20.4,9.17,34.29,34.02
"2013-09-12",23.78,34.07,19.69,18.4,19.6,27.09,43,9.36,16.7,6.01,19.1,11.09,8.75,3.34,33.53,8.72,7.6,18.2,65.15,6.61,9.43,47.33,2.32,16.86,6.7,32.6,3,21.3,9.23,36.14,36.95,21.75,27.18,19.19,16.93,18.62,24.63,37.42,7.91,16.12,5.69,18.62,9.84,8.05,3,31.4,7.43,7.52,16.1,62.77,6.61,9.01,43.36,2.32,16.26,6.37,31.97,15,20.09,9.08,34.14,33.85
"2013-09-13",24,34.44,20.11,18.4,19.58,27.12,43.11,9.4,16.9,6.06,18.65,11.3,8.7,3.45,33.42,8.75,7.61,18.3,66.48,6.47,9.53,48.5,2.39,17.17,6.71,32.75,3.06,20.95,9.38,36.38,36.5,21.95,27.48,19.6,16.93,18.6,24.66,37.52,7.94,16.31,5.74,18.18,10.02,8.01,3.1,31.29,7.46,7.53,16.19,64.05,6.47,9.11,44.43,2.39,16.56,6.38,32.12,15.3,19.76,9.23,34.36,33.44
