"coeficiente_B" "volatilidade" "risco" "cor"
0.615323259358314 1.60788322032592 "arrojado" "red"
1.12294836540526 0.901590940798315 "moderado" "black"
1.60601169710876 0.646087123603234 "conservador" "green"
