"","combinacao","learnParams","porc_teste","iteracao","neuronio","minimo","SSE","maximo","metodo"
"1",1,0.3,0.25,1500,5,0.01742389,0.02111033,0.02479676,"b_volatilidae"
"2",1,0.3,0.25,1500,5,0.03370988,0.03923319,0.0447565,"volatilidade"
"3",1,0.3,0.25,1500,5,0.01695967,0.02329911,0.02963854,"b"
