"","combinacao","learnParams","porc_teste","iteracao","neuronio","minimo","SSE","maximo","metodo"
"1",1,0.3,0.25,1500,5,0.01854303,0.02223543,0.02592783,"b_volatilidae"
"2",1,0.3,0.25,1500,5,0.04370135,0.05733159,0.07096182,"volatilidade"
"3",1,0.3,0.25,1500,5,0.01808931,0.02360069,0.02911207,"b"
