"","combinacao","learnParams","porc_teste","iteracao","neuronio","minimo","SSE","maximo","metodo"
"1",1,0.3,0.25,1500,5,0.008474066,0.024655289,0.040836513,"b_volatilidae"
"2",1,0.3,0.25,1500,5,0.03296733,0.04483607,0.05670481,"volatilidade"
"3",1,0.3,0.25,1500,5,0.02480607,0.03084224,0.03687842,"b"
