"","combinacao","learnParams","porc_teste","iteracao","neuronio","minimo","SSE","maximo","metodo"
"1",1,0.3,0.25,1500,5,0.07837212,0.10076507,0.12315802,"b_volatilidae"
"2",1,0.3,0.25,1500,5,0.2760334,0.3171734,0.3583133,"volatilidade"
"3",1,0.3,0.25,1500,5,0.08764584,0.10147562,0.11530541,"b"
