"combinacao","learnParams","porc_teste","iteracao","neuronio","minimo","media","maximo"
1,0.3,0.25,2200,5,NA,"3.689817",NA
2,0.3,0.25,2200,5,NA,"3.322054",NA
3,0.3,0.25,2200,5,NA,"3.333213",NA
