"coeficiente_B";"volatilidade"
0,546987483283379;1,65651958499745
0,592011534389649;1,59716795141666
0,599634757541034;1,58338695821783
0,616632104624452;1,54470080448376
0,617715899858701;1,53511894267643
0,634432500268806;1,51539026954408
0,643470341956471;1,4975097674064
0,688036668574957;1,46749882932329
0,727292119455547;1,40596386464098
0,797703414998754;1,31931357917026
0,900714817243354;1,15882974770535
0,978303339016557;1,0766902907005
1,01852521363946;1,0399266525893
1,01720232062159;1,04357124642275
1,04865287609084;1,01753387105701
1,10070989030824;0,965488569416394
1,13712163753267;0,940086810507749
1,15356323405404;0,930172319961003
1,19927409050598;0,904861068871938
1,21807686191601;0,856158712420687
1,19776422406147;0,878271303925635
1,17285913117257;0,890422726530977
1,27121753432197;0,838317952769213
1,34072901028114;0,783284055963229
1,42109045376963;0,745234461131597
1,43174952264589;0,733755783240023
1,42510986753502;0,74107239350254
1,40495456497782;0,738340804198754
1,32424125657731;0,772053454399089
1,26917777582954;0,80244066654355
1,22690105149831;0,821455847654137
1,15928818417721;0,865891430844591
1,1337372671274;0,871462449340958
1,07595097403936;0,898627452976015
1,04342250540722;0,914639782739268
1,06241862423607;0,899184967037019
1,04614744758411;0,901678087636369
1,06650657556631;0,890816538006362
1,05139728095195;0,894824196264983
1,09213270457117;0,863475301734548
1,12761452470803;0,844204670447069
1,129586593349;0,855148500889737
1,11774856829074;0,860646533718979
1,16725199099268;0,826316206018707
1,22826053676994;0,794382348776196
1,29159424815212;0,770967930110966
1,29249041933829;0,763725377841034
1,23333625003121;0,804347315629619
1,21448253745086;0,809336605709316
1,21962778633367;0,797288562434377
1,2801500453751;0,769235585797144
1,25380501474964;0,775133901158881
1,28385055058388;0,744555330021401
1,38563370481573;0,698520872688056
1,41138934762933;0,684909772444455
1,44222568686111;0,671797980174417
1,3588525983436;0,709621745922366
1,3757602593076;0,698417480841331
1,37739111714179;0,699060654191083
1,41137013329469;0,687874080439555
1,40890583365459;0,691925484884197
1,41726409022591;0,69121079193419
1,33084281654964;0,725967720737028
1,30090805515193;0,74700301579163
1,2382822027428;0,786776636449351
1,15889513041129;0,828218075321707
1,1520557203079;0,829626945390344
1,15621837337898;0,822994618583304
1,16777532283605;0,822346641903797
1,10473045301978;0,872965966067229
1,0605440983971;0,906247121496452
1,00308095300888;0,942116928521347
