"coeficiente_B";"volatilidade"
0,599051332546695;1,72752775687363
0,612598456280656;1,70264472731399
0,599328267636707;1,72768312295369
0,603148745313279;1,74571476421666
0,578146697205074;1,77770367682315
0,561063850705003;1,79639880849848
0,5668920729058;1,76159916093169
0,582734323240114;1,7310219531919
0,624621737795414;1,6563642386041
0,756413825579292;1,40960684123033
0,820672378706538;1,2302743263662
0,882720782363559;1,10750761018434
0,964709056206929;1,02107277163397
1,02675238938028;0,971095179648876
1,10581314360636;0,910479700445787
1,19825751285638;0,840660054869699
1,2405787602368;0,808982661267399
1,22727441854162;0,81852337138301
1,24294364369815;0,811943224012533
1,26145419451803;0,802910153065776
1,25803289210106;0,800331428755593
1,28057678127119;0,793732263479659
1,38255606473036;0,72892666081709
1,40576724500966;0,718768651548042
1,44379213315959;0,709434499584832
1,46072943080842;0,694947375886951
1,44720298802997;0,694390347917414
1,43635266535953;0,707080172437557
1,46931378822834;0,69885017029669
1,62015945739333;0,635058203689538
1,63080945968894;0,624551652818177
1,52586886548596;0,697972677119683
1,42625554847542;0,736167979625353
1,31778110602086;0,784470840024657
1,26424546345351;0,837623785935333
1,24970369953686;0,852233706059699
1,20862692627894;0,858193140108427
1,21037023868272;0,846083105390598
1,19995818645449;0,855862552208788
1,18174556336547;0,867437900597254
1,14972285547478;0,887068218952439
1,09473305126679;0,915437639716455
1,047699744226;0,953218659044247
1,09773183862858;0,893025969169629
1,14769965412658;0,859116226343851
1,22962964660744;0,814453221280865
1,249285586591;0,789490636144071
1,30758010946906;0,75344245074204
1,33913899348264;0,745301492437217
1,36299807872862;0,742810279557479
1,39921742791948;0,73211305841842
1,3598067911649;0,744900309628616
1,40478690602996;0,716066833322441
1,38584024133858;0,729193735405595
1,42524590308036;0,712880563352178
1,40365592667694;0,7171551276563
1,40000721025626;0,72508028532898
1,3698828455715;0,73279112773238
1,38539634067577;0,731213641899177
1,37592365949427;0,735087110445512
1,38221544293749;0,731090564282233
1,33368559108325;0,760580976589453
1,31099578306092;0,766881503441159
1,30733237423433;0,770954089629811
1,29418359972045;0,783277148276588
1,38864316321338;0,74470832577691
1,42959864169501;0,71149249791444
1,48105245026188;0,699238408526845
1,48311656844254;0,696042944896159
1,42155855747359;0,742747105217766
1,23778853083936;0,820687560649069
1,19246879715181;0,861750264560672
