"coeficiente_B";"volatilidade"
0,599788707690792;1,70463481894152
0,6084078035773;1,67554835741145
0,585998992839497;1,71469339860449
0,568092012846654;1,74248485391662
0,54278058174399;1,76278033796926
0,51387321428509;1,83602199267789
0,487244542207087;1,90774242864657
0,480763125386724;1,9011556125584
0,498823876496424;1,85025696045507
0,559772513287248;1,65637072235087
0,623149153411791;1,47913066948985
0,681165906198544;1,3609908224425
0,734112651350066;1,28319742268198
0,760920424933843;1,25259400140273
0,810986824865889;1,17381524829867
0,89266890078149;1,08401138591409
0,946813875300995;1,04724833103432
0,99396874514957;1,00068530124527
1,06906853623438;0,936486023324229
1,08972219537326;0,909329942555087
1,09760162790837;0,902197418948721
1,12854518791909;0,879734689210964
1,20852416137725;0,825531150623815
1,19106103955399;0,835375810066471
1,22665730584805;0,824921602852395
1,26772629406972;0,802251148450698
1,26437760164128;0,802989839259221
1,24906547018349;0,810831235673015
1,20424583875847;0,836512530761671
1,24847671120003;0,804094108883134
1,2586422820617;0,801307641673372
1,18798794793975;0,88269669521461
1,16278680873465;0,904208771274525
1,10315546038909;0,946925069382423
1,07568133467463;0,966072927355272
1,09216717240934;0,949429206388872
1,09074190649526;0,93110087900971
1,08759970756945;0,939531002934246
1,07712750352144;0,954477525602068
1,07070239085101;0,961021749405268
1,08418730195416;0,941966003326985
1,07788487893314;0,950134071856282
1,07068679113962;0,961245124913288
1,11433068574945;0,896513639152413
1,12253389076893;0,888858664611704
1,19562477718234;0,823608478568952
1,2288472201487;0,803997163214378
1,28747954231914;0,782631544312201
1,27080675506552;0,78944336164425
1,30552845541074;0,766095963821783
1,35166610108242;0,736823649802039
1,33237278536339;0,747821073957156
1,41677073553871;0,705226751462388
1,47775968527427;0,673458244178903
1,56643782372621;0,635745420400507
1,59267680481759;0,629391737166194
1,57320990984602;0,634490903354303
1,57740237671954;0,640451900419883
1,61521440541957;0,62970047032484
1,58080924259039;0,630277606302028
1,56484014440481;0,634335874865209
1,48288014041354;0,670591790590241
1,47618104089431;0,67420924317339
1,46219314503495;0,678984695997937
1,44165036374705;0,691042576271818
1,45135147329414;0,686028903859188
1,45058136142243;0,683724309489401
1,48936197393538;0,670247766407484
1,46017834477769;0,679836347908941
1,39955185610426;0,708743430553521
1,23417501468138;0,802879980726234
1,16728902781726;0,846670787077455
